"name";"Mannit";"Sorbit";"Xylit";"Summe Zuckeralkohole";"Glucose (Traubenzucker)";"Fructose (Fruchtzucker)";"Galactose (Schleimzucker)";"Monosaccharide (1 M)";"Saccharose (Rübenzucker)";"Maltose (Malzzucker)";"Lactose (Milchzucker)";"Disaccharide (2 M)";"Oligosaccharide, resorbierbar (3-9 M)";"Oligosaccharide, nicht resorbierbar";"Glykogen (tierische Stärke)";"Stärke";"Polysaccharide (> 9 M)"
"Brötchen-Weizenbrötchen mit Mohn";892;50;0;53;0;0;13;0;103;30;197;47241;879;0;47241;0;0
"Bärlauch roh";1360;844;0;686;0;0;0;0;1530;0;675;44;1360;0;44;0;0
"Pastinake gegart";2053;205;0;197;0;0;0;0;402;611;1449;7207;2053;0;7207;0;0
"Emmentaler";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Weintrauben";437;7628;0;7332;0;0;0;0;14960;0;0;0;437;203;0;203;0
"Gutsleberwurst Konserve";76;220;0;259;710;0;0;0;479;0;64;717;76;0;7;0;0
"Füllung für Rouladen";808;251;0;325;0;0;0;5;576;0;137;4;808;0;4;5;0
"Weizen Vollkornflocken";610;61;0;61;0;0;0;0;122;170;366;59872;610;0;59872;0;0
"Geflügeljagdwurst";55;140;0;147;0;0;0;0;287;0;0;6;55;0;6;0;0
"Sauerkrautsalat mit Salatöl (Zubereitung Großküche)";1356;358;0;378;0;0;0;0;736;0;21;159;1356;0;159;0;0
"Krapfen (Zubereitung Gastronomie)";3541;31;1;177;0;0;84;1;212;21;1199;28283;3457;1;28214;2;0
"Krakauer roh Colbassa";10;73;0;85;0;0;0;0;158;0;0;9;10;0;9;0;0
"Sesam roh";204;0;0;0;0;0;0;0;0;0;0;9996;204;0;9996;0;0
"Kaffee mit Zucker (Getränk)";1966;2;0;2;0;0;0;0;6;1;0;279;1966;0;0;0;0
"Banane frisch mit Küchenabfall";7380;2436;0;2537;0;0;0;0;4973;0;0;1978;7380;0;1978;0;0
"Schwein Bauchspeck roh geräuchert";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schinkenplockwurst";10;104;0;124;0;0;0;0;228;0;0;13;10;0;13;0;0
"Gerauchte Schinkenwurst";17;83;0;96;84;0;0;0;179;0;0;91;17;0;7;0;0
"Limonaden kalorienarm";18;216;0;216;0;0;0;0;432;0;0;0;18;0;0;0;0
"Braunschweiger Mettwurst";7;77;0;94;0;0;0;0;171;0;0;9;7;0;9;0;0
"Kalbskäse";54;134;0;190;349;0;0;46;324;0;49;379;54;0;30;46;0
"Roggen Mehl Type 997";5141;686;0;1028;0;0;4113;0;1714;0;0;61695;1028;0;61695;0;0
"Fleischwurst mit Milcheiweiß Konserve           ";7;78;0;94;0;0;0;0;172;0;0;10;7;0;10;0;0
"Schwein Gulasch (mittelfett) frisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lachsfilets gebraten (Zubereitung Haushalt)";209;482;0;512;0;16;0;0;994;0;0;61;193;0;61;0;0
"Natürliches Mineralwasser mit Kohlensäure";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Milchreis mit Zucker und Zimt (Zubereitung Haushalt)";5390;23;0;23;0;3785;0;0;46;1;0;15399;1605;0;15399;0;0
"Teigwaren (allgemein) Spätzle";273;68;0;68;0;0;0;0;136;0;273;67608;273;0;67608;0;0
"Gänseleber in Aspik";0;77;0;39;4296;0;0;0;120;0;0;4296;0;0;0;0;0
"Fleischkäse grob";18;89;0;101;0;0;0;0;190;0;0;9;18;0;9;0;0
"Schafskopfbrasse frisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kokosmilch mit Süßstoff";1304;0;0;42;0;0;0;0;42;0;0;0;1304;0;0;0;0
"Mungobohnensprossen frisch";264;88;0;282;0;0;0;0;370;0;88;1038;264;0;1038;0;0
"Hähnchenbrustfilets gebraten (Zubereitung Gastronomie)";28;109;0;123;0;0;0;0;232;0;0;9;28;0;9;0;0
"Kartoffelsalat mit Mayonnaise (Zubereitung Großküche)";292;273;0;384;7;0;0;0;657;0;48;11757;292;0;11750;0;0
"Trüffelleberwurst Konserve";78;216;0;267;842;0;0;184;483;0;60;849;78;0;7;184;0
"Schwein Speck roh geräuchert";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Macadamianuss geröstet und gesalzen";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sternpastete";17;104;0;124;5;0;0;0;228;0;0;16;17;0;11;0;0
"Saure Sahne 10 % Fett";3300;0;0;0;0;3300;0;0;0;0;0;0;0;0;0;0;0
"Bratwurst grob, Schweinsbratwurst grob";33;121;0;134;0;0;0;0;255;0;0;8;33;0;8;0;0
"Brathähnchen Brustfilet mariniert gegrillt";95;193;0;191;0;0;0;0;384;0;167;9;95;0;9;0;0
"Erbsen grün tiefgefroren";5086;254;0;381;0;0;0;0;635;0;636;6359;5086;0;6359;0;0
"Rind Hackfleisch gegart";0;0;0;0;683;0;0;0;0;0;0;683;0;0;0;0;0
"Mandel süß";4588;512;0;578;0;0;0;0;1090;0;0;0;4588;0;0;0;0
"Cocktailwürstchen Konserve";20;66;0;84;0;0;0;0;150;0;0;20;20;0;20;0;0
"Wirsingkohl gegart";428;609;0;607;0;0;0;0;1216;0;0;68;428;0;68;0;0
"Rohkostsalat mit Salatsoße ";461;838;0;1015;0;0;0;28;1853;0;0;51;461;0;51;31;3
"Joghurt entrahmt";3108;0;1050;42;0;3108;0;0;1092;0;0;0;0;0;0;0;0
"Avocadocreme (Guacamole)";270;81;0;2857;0;234;0;0;2938;0;131;6;36;0;6;0;0
"Weizen Kleie gegart";224;6;0;12;0;0;4;0;18;169;189;1687;220;0;1687;0;0
"Hartes Wasser   (14...21°d)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Eierpfannkuchen - Eierkuchen (Zubereitung Haushalt)";1766;20;0;253;0;1687;0;0;273;14;79;19586;79;0;19586;0;0
"Sellerie frisch";567;610;0;611;0;0;0;218;1221;0;0;174;567;0;174;218;0
"Stuttgarter Leberkäse";50;150;0;161;220;0;0;0;311;0;0;229;50;0;9;0;0
"Frühstücksfleisch Konserve";17;107;0;128;0;0;0;0;235;0;0;11;17;0;11;0;0
"Karotte Gemüsesaft";2420;541;0;557;0;0;0;148;1098;0;0;0;2420;0;0;148;0
"Blattspinat frisch";220;110;0;137;0;0;0;0;247;0;0;83;220;0;83;0;0
"Hüttenkäse";2600;0;0;0;0;2600;0;0;0;0;0;0;0;0;0;0;0
"Preßwurst";5;52;0;63;0;0;0;0;115;0;0;6;5;0;6;0;0
"Schweineroulade";248;11;0;13;120;0;0;0;24;0;0;145;248;0;25;0;0
"Vollkornbrot-Hafervollkornbrot";633;54;0;67;0;0;83;0;121;28;352;38947;550;0;38947;0;0
"Gouda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Tomaten geschält Konserve";157;1959;0;1666;0;0;0;0;3625;0;0;118;157;0;118;0;0
"Geflügelcabanossi";14;142;0;174;0;0;0;0;316;0;0;18;14;0;18;0;0
"Brathering Konserve, abgetropft";2059;133;0;214;0;0;0;0;347;0;109;7387;2059;0;7387;0;0
"Schwein Schnitzel (mager) frisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Weizen Keimflocken";9191;306;0;460;0;0;0;0;766;9500;6127;14551;9191;0;14551;0;0
"Mirabelle frisch";4606;4298;0;5096;0;0;0;0;9394;0;0;0;4606;0;0;0;0
"Gänseleberwurst mit Trüffeln";45;116;0;149;2699;0;0;34;265;0;30;2706;45;0;7;34;0
"Vollkornteigwaren aus Weizen";606;61;0;61;0;0;0;0;122;0;364;59508;606;0;59508;0;0
"Orange frisch";3795;2868;0;2527;0;0;0;0;5395;0;0;0;3795;0;0;0;0
"Tofu fest";614;0;0;0;0;0;0;0;0;0;0;6;614;0;6;0;0
"Dinkelmehl 1050";782,3;51,1;0;66,6;0;0;200;0;117,7;0;500;0;600;0;64900;0;0
"Kürbiskernöl";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Hirse gegart";575;0;0;0;0;0;0;0;0;269;273;23805;575;0;23805;0;0
"Kaki frisch";960;8000;0;7040;0;0;0;0;15040;0;0;0;960;0;0;0;0
"Frischkäsezubereitung Magerstufe";3968;0;0;0;0;3968;0;0;0;0;0;0;0;0;0;0;0
"Vollkornbrötchen-Roggenbrötchen mit Sonnenblumenkernen";672;52;0;59;0;0;94;0;111;25;363;37189;578;0;37189;0;0
"Margarine aus Sonnenblumenöl gehärtet";0;0;0;0;0;0;0;0;0;0;0;400;0;0;400;0;0
"Himbeere tiefgefroren";1011;2142;0;1862;0;0;0;0;4004;0;0;0;1011;9;0;12;3
"Joghurt vollfett";2960;0;1000;40;0;2960;0;0;1040;0;0;0;0;0;0;0;0
"Gouda mind. 30% Fett i. Tr.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kochsalami";22;62;0;76;0;0;0;0;138;0;0;33;22;0;33;0;0
"Haselnuss roh";3767,1;0;0;0;0;0;0;0;0;0;0;0;3767,1;0;0;0;0
"Bier Export Hell";216;6;3;19;0;0;216;3;34;0;2768;176;0;3;0;6;0
"Vollkornbrötchen-Weizenvollkornbrötchen mit Weizenkeimen";916;58;0;583;0;0;0;0;641;529;583;40450;916;0;40450;0;0
"Brötchen-Weizenbrötchen mit Butter";923;52;0;53;0;18;14;0;105;31;200;47920;891;0;47920;0;0
"Mettwurst gekocht";13;88;0;105;0;0;0;0;193;0;0;9;13;0;9;0;0
"Erdmandelmehl";20000;0;0;0;0;0;0;0;0;0;13000;0;20000;0;15000;0;0
"Vollkornbrot-Roggen, Weizenvollkornschrotbrot";1190;146;0;510;0;0;661;0;656;0;239;39882;529;0;39882;0;0
"Paprikaspeckwurst";44;373;0;452;0;0;0;0;825;0;0;44;44;0;44;0;0
"Berliner Knacker";22;84;0;104;0;0;0;0;188;0;0;25;22;0;25;0;0
"Salami";74;758;0;925;0;0;0;0;1683;0;0;93;74;0;93;0;0
"Maltodextrin";4923,8;0;0;2685,7;0;0;4900;0;2685,7;0;86390,5;0;0;0;0;0;0
"Tomate rot roh";84;1358;0;1081;0;0;0;0;2439;0;0;80;84;0;80;0;0
"Rind Filetsteak frisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Erdnussöl ";80;0;0;0;0;0;0;0;0;0;0;120;80;0;120;0;0
"Streichmettwurst";10;87;0;103;0;0;0;0;190;0;0;10;10;0;10;0;0
"Graubrot-Weizenmischtoastbrot mit Schrotanteilen";3339;235;0;313;0;652;943;0;548;150;163;42179;1744;0;42179;0;0
"Weißwurst hannoverisch";99;108;0;172;0;0;0;0;280;0;114;0;99;0;0;0;0
"Rind Brust (Spannrippe) frisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Knäckebrot-Roggenbrot mit Milch";6690;621;0;914;0;2228;3523;0;1535;0;36;59322;939;0;59322;0;0
"Spaghetti alla carbonara ""Köhlerart"" (Zubereitung Gastronomie)";558;17;0;25;0;479;0;0;42;0;71;17628;79;0;17628;0;0
"Vollkornbrötchen-Weizen, Roggenvollkornbrötchen";602;62;0;419;0;0;46;0;481;0;343;45165;556;0;45165;0;0
"Flohsamen";1240;0;0;0;0;0;0;0;0;0;2270;0;1200;0;2270;0;0
"Rohwurst, Würstchen, grob gekörnt";51;63;0;77;0;0;0;0;140;0;0;76;51;0;76;0;0
"Traubenkernöl";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Gummibonbons und Gummibärchen";24750;9000;0;9000;0;0;0;0;18000;0;0;2250;24750;0;2250;0;0
"Makrele Konserve abgetropft";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Erdbeere frisch gegart";1033;2392;0;2261;0;0;0;0;4671;0;0;0;1033;35;0;64;29
"Sojabohne geröstet";397;0;0;0;0;0;0;0;0;9015;0;4;397;0;4;0;0
"Gemüsezwiebel roh";1550;1103;0;1348;0;0;0;0;2451;0;920;0;1550;0;0;0;0
"Romanosalat frisch";323;680;0;680;0;0;0;0;1360;0;0;17;323;0;17;0;0
"Maisbrot";1179;48;0;49;0;0;13;0;97;0;240;44469;1166;0;44469;0;0
"Reis Mehl";78;78;0;78;0;0;0;0;156;0;0;77386;78;0;77386;0;0
"Pflaumenmus";31687;4321;0;6001;0;0;0;0;10322;0;0;0;31687;6001;0;6001;0
"Schwein Speck roh ungeräuchert";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Früchte-Müsli";3845;4738;15;3941;0;0;134;0;8694;185;412;47078;3711;301;47078;301;0
"Buttergebäck aus Mürbeteig";25548;34;0;115;0;0;0;0;149;34;136;33738;25548;0;33738;0;0
"Schwein Schinken gekocht ungeräuchert";964;0;0;0;0;0;0;0;0;0;0;0;964;0;0;0;0
"Frischkäse aus Ziegenmilch (40% Fett i. Tr.)";3211;0;0;0;0;3211;0;0;0;0;0;0;0;0;0;0;0
"Leinsamenbrot mit Hefe";1386;202;0;279;0;0;929;0;481;174;162;40901;457;0;40901;0;0
"Schaf Lende (Filet) (mager) frisch gegart";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Apfelmus (Zubereitung Großküche)";10967;3945;0;1413;0;0;0;0;5358;4;0;406;10967;352;406;352;0
"Leberwurst frisch";72;208;0;245;867;0;0;0;453;0;61;874;72;0;7;0;0
"Hamburger (Zubereitung Gastronomie)";474;517;0;453;87;0;6;0;970;15;102;23455;468;0;23368;0;0
"Lachs gekocht (Zubereitung Haushalt)";66;63;0;82;0;0;0;4;145;0;17;0;66;0;0;4;0
"Grünkohl frisch";635;990;0;813;0;0;0;0;1803;0;0;102;635;0;102;0;0
"Paranuss geröstet";1292;0;0;0;0;0;0;0;0;0;0;1938;1292;0;1938;0;0
"Hirse Vollkornflocken";1605;0;0;0;0;0;0;0;0;712;761;66394;1605;0;66394;0;0
"Wassermelone";2350;3916;0;2024;0;0;0;0;5940;0;0;0;2350;0;0;0;0
"Wildreis ungekocht";75;75;0;75;0;0;0;0;150;0;0;74675;75;0;74675;0;0
"Vollkornbrot";657;61;0;68;0;0;92;0;129;0;359;36427;565;0;36427;0;0
"Gutsleberwurst";76;220;0;259;710;0;0;0;479;0;64;717;76;0;7;0;0
"Rind Nacken (Kamm) (mittelfett) frisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kuhmilch Trinkmilch vollfett";4760;0;0;0;0;4760;0;0;0;0;0;0;0;0;0;0;0
"Reh Fleisch (mager) frisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kalbszunge in Weißweinaspik";18;23;0;28;1774;0;0;1;54;0;0;1774;18;0;0;1;0
"Gerste";1736;129;0;129;0;0;643;0;258;250;322;61994;1093;0;61994;0;0
"Knäckebrot-Roggenbrot mit Sonnenblumenkernen";4457;617;0;910;0;0;3505;0;1527;40;36;59833;952;0;59833;0;0
"Schinkenröllchen in Aspik";902;305;0;149;86;0;0;0;454;0;0;86;902;0;0;0;0
"Kürbiskern roh";1120;100;0;120;0;0;0;0;220;0;0;2685;1120;0;2685;0;0
"Roggen Mehl Type 1150";5041;672;0;1008;0;0;4033;0;1680;0;0;60489;1008;0;60489;0;0
"Hauskaninchen Fleisch (mager) frisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Tomaten roh";84;1356;0;1080;0;0;0;0;2436;0;0;80;84;0;80;0;0
"Leberkäse";23;117;0;138;124;0;0;0;255;0;0;135;23;0;11;0;0
"Apfel Fruchtsaft (Ohne Zuckerzusatz)";3026;6815;0;2410;0;0;0;0;9225;0;0;714;3026;1000;714;1000;0
"Schwein Bauchspeck";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Brathähnchen Leber gegart";0;0;0;0;6048;0;0;0;0;0;0;6048;0;0;0;0;0
"Wirsingkohl frisch";603;856;0;855;0;0;0;0;1711;0;0;96;603;0;96;0;0
"Spritzgebäck aus Rührteig";23881;30;0;30;0;189;0;0;60;30;119;29466;23692;0;29466;0;0
"Kartoffelsalat mit Essigmarinade (Zubereitung Haushalt)";521;152;0;219;0;0;0;0;371;0;10;10747;521;0;10747;0;0
"Cashewnuss frisch";13725;0;0;1525;0;0;0;0;1525;0;0;15250;13725;0;15250;0;0
"Polnische Bratwurst";51;63;0;77;0;0;0;0;140;0;0;76;51;0;76;0;0
"Mohn";84;0;0;0;0;0;0;0;0;0;0;4116;84;0;4116;0;0
"Pizza salami (Zubereitung Gastronomie)";423;297;0;281;0;0;0;0;578;18;101;25156;423;0;25156;0;0
"Leberpreßsack einfach";46;130;0;159;600;0;0;0;289;0;24;609;46;0;9;0;0
"Stangenbohnen grün frisch";192;560;0;432;0;0;0;0;992;1600;640;1280;192;0;1280;0;0
"Fenchel gegart";392;1206;0;1417;0;0;0;0;2623;0;0;0;392;141;0;141;0
"Würstchen, Bockwurst, Wiener Würstchen";21;115;0;132;0;0;0;0;247;0;0;11;21;0;11;0;0
"Weißwurst Münchener";20;105;0;130;0;0;0;0;235;0;0;33;20;0;33;0;0
"Nürnberger Lebkuchen";26037;7703;0;7525;0;0;0;0;15228;21;360;19558;26037;384;19558;384;0
"Sahneeiscreme";16875;0;0;19;0;3207;0;0;19;5;0;0;13668;0;0;0;0
"Schinkentorte mit Mürbeteig";631;10;0;17;0;31;0;36;27;5;30;7511;600;0;7511;36;0
"Zwiebeln roh";1906;1357;0;1658;0;0;0;0;3015;0;1132;0;1906;0;0;0;0
"Buchweizen Mehl";313;78;0;78;0;0;0;0;156;0;0;77781;313;0;77781;0;0
"Rind Pökelfleisch roh geräuchert";889;0;0;0;0;0;0;0;0;0;0;0;889;0;0;0;0
"Weinsauerkraut";193;273;0;273;0;0;0;0;546;0;0;31;193;0;31;0;0
"Kasseler gebraten (zubereitet ohne Fett)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Camembert";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Obstkuchen mit Steinobst";11805;517;0;471;0;656;0;0;988;14;59;15263;11149;362;15263;362;0
"Teewurst Rügenwälder Art";19;204;0;208;0;0;0;0;412;0;4;10;19;0;10;0;0
"Dinkelflocken";1015,7;87,1;0;97,1;0;0;0;0;184,3;170;300;0;1000;0;75500;0;0
"Weizen Mehl Type 1050";538;67;0;67;0;0;0;0;134;0;403;65800;538;0;65800;0;0
"Bierwurst 1a Konserve";35;61;0;74;0;0;0;0;135;0;0;38;35;0;38;0;0
"Roggen, Weizen-Mischbrot mit Hefe";2473;330;0;487;0;0;1896;0;817;82;76;40981;577;0;40981;0;0
"Hühnerbrüstchen in Spargelsoße (Zubereitung Großküche)";188;90;0;65;0;92;0;2;155;6;11;1969;96;0;1969;2;0
"Gemüsepaprika rot frisch";64;3744;256;2336;0;0;0;0;6336;0;0;0;64;0;0;0;0
"Cheeseburger (Zubereitung Gastronomie)";1235;495;0;434;79;872;5;2;929;11;75;16977;358;0;16898;2;0
"Brötchen-Weizenbrötchen mit Sesam";897;50;0;53;0;0;13;0;103;30;197;47523;884;0;47523;0;0
"Geflügelmortadella";249;1620;0;1919;0;0;0;0;3539;0;0;174;249;0;174;0;0
"Schwein Schinkenspeck roh geräuchert";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Süßkirsche roh";193;6320;0;7134;0;0;0;0;13454;0;0;0;193;1890;0;1890;0
"Gekochte Eier (Zubereitung Gastronomie)";0;0;0;699;0;0;0;0;699;0;0;0;0;0;0;0;0
"Westfälischer Panhas";153;200;0;233;80;0;0;0;433;0;23;19808;153;0;19728;0;0
"Hühnerei Eigelb frisch";0;0;0;300;0;0;0;0;300;0;0;0;0;0;0;0;0
"Mandarine frisch";7100;1303;0;1697;0;0;0;0;3000;0;0;0;7100;0;0;0;0
"Thunfisch Konserve";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Gänseleberrolle                      ";56;264;0;305;0;0;0;0;569;0;0;24;56;0;24;0;0
"Karotte gegart";5021;777;0;797;0;0;0;212;1574;0;0;0;5021;0;0;212;0
"Streuselkuchen aus Hefeteig fettreich";16958;38;0;38;0;887;0;0;76;33;151;37174;16071;0;37174;0;0
"Bierwurst bayrisch";16;53;0;63;60;0;0;0;116;0;0;79;16;0;19;0;0
"Johannisbeere rot tiefgefroren";449;3964;0;3195;0;0;0;0;7159;0;0;0;449;0;0;0;0
"Kräuterleberwurst";83;187;0;236;682;0;0;0;423;0;57;693;83;0;11;0;0
"Tomaten gegart";99;1594;0;1270;0;0;0;0;2864;0;0;94;99;0;94;0;0
"Fleischkäse einfach";21;124;0;148;0;0;0;0;272;0;0;12;21;0;12;0;0
"Mango frisch";9165;2726;0;640;0;0;0;0;3366;0;0;269;9165;0;269;0;0
"Himbeere";967;2049;0;1782;0;0;0;0;3831;0;0;0;967;9;0;12;3
"Schweineschnitzel paniert, gebraten (Zubereitung Haushalt)";628;4;0;130;0;0;0;0;134;3;16;13504;628;0;13504;0;0
"Fenchel Knolle roh";390;1200;0;1410;0;0;0;0;2610;0;0;0;390;140;0;140;0
"Frischkäsezubereitung Rahmstufe";3392;0;0;0;0;3392;0;0;0;0;0;0;0;0;0;0;0
"Leberrotwurst";54;176;0;205;476;0;0;0;381;0;13;489;54;0;13;0;0
"Schweinebauch gefüllt Fleischerzeugnis";586;98;0;151;24;146;0;23;249;0;1;129;440;0;105;23;0
"Bohnen weiß reif Konserve gegart abgetropft";273;0;0;0;0;0;0;0;0;1126;730;8110;273;0;8110;0;0
"Brötchen mit Mohn";892;50;0;53;0;0;13;0;103;30;197;47241;879;0;47241;0;0
"Pistazie frisch";2310;0;0;0;0;0;0;0;0;0;0;9240;2310;0;9240;0;0
"Knäckebrote leicht & cross";2286;334;0;460;0;0;1533;0;794;287;268;67491;753;0;67491;0;0
"Erdnuss geröstet und gesalzen";3595;0;0;0;0;0;0;0;0;0;0;5514;3595;0;5514;0;0
"Forelle geräuchert";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Cashewmus pur";12060;0;0;1340;0;0;0;0;1340;0;0;13400;12060;0;13400;0;0
"Schweineschnitzel paniert, gebraten (Zubereitung Gastronomie)";682;485;0;600;0;0;0;0;1085;5;26;14485;682;0;14485;0;0
"Schinkensalami";8;83;0;99;0;0;0;0;185;0;0;10;8;0;10;0;0
"Schinkenkrakauer Konserve";21;78;0;93;78;0;0;0;171;0;0;99;21;0;21;0;0
"Bleichsellerie frisch";567;610;0;611;0;0;0;218;1221;0;0;174;567;0;174;218;0
"Sekt";0;1750;0;1750;0;0;0;0;3500;0;0;0;0;0;0;0;0
"Gepuffte Getreide";714;71;0;71;0;0;0;0;142;0;428;70102;714;0;70102;0;0
"Quitte frisch";351;4290;0;2672;0;0;0;0;6962;0;0;7;351;0;7;0;0
"Baguette-Brötchen";933;53;0;55;0;0;14;0;108;32;206;49404;919;0;49404;0;0
"Weizen Keim";9191;306;0;460;0;0;0;0;766;9500;6127;14551;9191;0;14551;0;0
"Rind Gulasch (mager) frisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Schweinefleisch in Aspik";774;10;0;18;159;0;0;0;28;0;0;159;774;0;0;0;0
"Knoblauch roh";600;600;0;400;0;0;0;0;1000;0;3749;0;600;0;0;0;0
"Kichererbsen reif gegart";840;168;0;168;0;0;0;0;336;1264;840;14788;840;0;14788;0;0
"Bierwurst";35;61;0;74;0;0;0;0;135;0;0;38;35;0;38;0;0
"Hühnerei frisch gegart";0;0;0;674;0;0;0;0;674;0;0;0;0;0;0;0;0
"Rind Herz gegart";0;0;0;0;734;0;0;0;0;0;0;734;0;0;0;0;0
"Bratwurst Grundbrät";32;115;0;127;0;0;0;0;242;0;0;7;32;0;7;0;0
"Batate (Süßkartoffel)";3176;655;0;786;0;0;0;0;1441;0;0;19463;3176;0;19463;0;0
"Fleischbrühe klar (Zubereitung Haushalt)";237;235;0;254;0;0;2;11;489;34;39;42;235;0;42;11;0
"Gerste Flocken";1785;132;0;132;0;0;661;0;264;0;331;63730;1124;0;63730;0;0
"Schmierwurst (fette Mettwurst)";9;88;0;105;0;0;0;0;193;0;0;11;9;0;11;0;0
"Cornflakes";2767;2767;0;1581;0;0;395;0;4348;0;0;71955;2372;0;71955;0;0
"Bohnen grün Konserve";120;349;0;269;0;0;0;0;618;1052;400;800;120;0;800;0;0
"Geflügelbockwurst erwärmt";59;148;0;154;0;0;0;0;302;0;2;7;59;0;7;0;0
"Hartkäse";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Vollkornbrötchen-Roggenvollkornmischbrötchen";667;63;0;420;0;0;67;0;483;0;374;44853;600;0;44853;0;0
"Zuckermais (Gemüsemais) gegart";629;157;0;472;0;0;63;157;629;222;157;14135;566;0;14135;157;0
"Rotkohl frisch";354;1805;0;1310;0;0;0;0;3115;0;0;71;354;0;71;0;0
"Sauerkraut Saft";160;225;0;225;0;0;0;0;450;0;0;26;160;0;26;0;0
"Knoblauchwurst";13;80;0;90;0;0;0;0;170;0;0;9;13;0;9;0;0
"Kokosnussmilch 60% Kokosanteil";1940,2;0;0;59,8;0;0;0;0;59,8;0;0;0;1900;0;0;0;0
"Rind Keule (mittelfett) frisch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Wiener";20;66;0;84;0;0;0;0;150;0;0;20;20;0;20;0;0
"Limette frisch";300;800;0;800;0;0;0;0;1600;0;0;0;300;0;0;0;0
"Pommes frites (verzehrsfertig ungesalzen)";713;358;0;534;0;0;0;0;892;0;0;34095;713;0;34095;0;0
"Pferd Fleisch gegart";0;0;0;0;586;0;0;0;0;0;0;586;0;0;0;0;0
"Leberpastete";62;69;0;108;800;0;0;0;177;0;72;800;62;0;0;0;0
"Göttinger Blasenwurst, Krakauer";21;78;0;93;78;0;0;0;171;0;0;99;21;0;21;0;0
"Brötchen mit Sesam";897;50;0;53;0;0;13;0;103;30;197;47523;884;0;47523;0;0
"Bockwurst";21;115;0;132;0;0;0;0;247;0;0;11;21;0;11;0;0
"Brühwurst mit Fleischeinlage (umgerötet)";12;60;0;70;0;0;0;0;130;0;0;5;12;0;5;0;0
"Kalbfleischsülze Konserve";1;14;0;16;180;0;0;0;30;0;0;181;1;0;1;0;0
"Krakauer Schinkenwurst";38;55;0;71;34;0;0;0;126;0;0;76;38;0;42;0;0
"Lammfleisch-Salami";10;97;0;116;0;0;0;0;213;0;0;11;10;0;11;0;0
"Semmelknödel (Zubereitung Haushalt)";2145;63;0;220;0;1767;5;0;283;12;113;18366;373;0;18366;0;0
"Bitterschokolade";44690;0;0;0;0;0;0;0;0;16;0;1192;44690;0;1192;0;0
"Markenbutter";570;0;0;0;0;570;0;0;0;0;0;0;0;0;0;0;0
"Nektarine frisch";8679;1786;62;1786;0;0;0;0;3634;0;0;0;8679;87;0;87;0
"Rotwein schwer";0;1688;0;812;0;0;0;0;2530;0;0;0;0;0;0;0;0
"Sauerkirsche tiefgefroren";395;4055;0;4905;0;0;0;0;8960;0;0;0;395;965;0;965;0
"Schinkenwurst grob, Lyoner grob";18;89;0;101;0;0;0;0;190;0;0;8;18;0;8;0;0
"Kalbsbries-Galantine                    ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Frischkäsezubereitung Doppelrahmstufe";2482;0;0;0;0;2482;0;0;0;0;0;0;0;0;0;0;0
"Kürbis frisch";734;1561;0;1331;0;0;0;28;2892;0;0;918;734;0;918;46;18
"Zwiebeln geröstet (Zubereitung Gastronomie)";902;1410;0;2060;0;0;0;0;3470;3;979;4834;902;0;4834;0;0
